Activity,year,Case Number,Date,Year,Type,Country,Area,Location,Name,Sex,Age,Injury,Fatal,Time,Species,Investigator or Source,month,day
surfing,2015,20,20,20,20,20,19,20,20,20,17,20,20,15,17,20,20,20
swimming,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimming,1951,9,9,9,9,9,8,8,9,9,8,9,9,3,4,9,9,8
swimming,1952,4,4,4,4,4,4,4,4,4,1,4,4,1,2,4,4,3
swimming,1953,5,5,5,5,5,5,5,5,5,3,5,5,3,2,5,5,4
swimming,1954,11,11,11,11,11,10,11,11,11,8,11,11,5,2,11,11,10
swimming,1955,8,8,8,8,8,8,8,8,8,5,8,8,3,7,8,8,7
swimming,1956,10,10,10,10,10,9,9,10,10,8,10,10,3,4,10,10,7
swimming,1957,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
swimming,1958,12,12,12,12,12,12,12,12,12,8,12,12,6,5,12,12,10
swimming,1959,11,11,11,11,11,11,11,11,10,9,11,11,5,4,11,11,10
swimming,1960,9,9,9,9,9,9,9,9,9,8,9,9,7,5,9,9,5
swimming,1961,11,11,11,11,11,11,11,11,11,8,11,11,9,11,11,11,10
swimming,1962,8,8,8,8,8,8,8,8,8,5,8,8,5,3,8,8,6
swimming,1963,8,8,8,8,8,7,8,7,7,6,8,8,6,4,8,8,6
swimming,1964,12,12,12,12,12,12,12,12,12,10,12,12,10,6,12,12,11
swimming,1965,7,7,7,7,7,7,7,7,7,3,7,7,3,1,7,7,5
swimming,1966,8,8,8,8,8,8,7,8,8,8,8,8,5,5,8,8,8
swimming,1967,4,4,4,4,4,3,3,4,3,3,4,4,1,0,4,4,3
swimming,1968,6,6,6,6,6,6,6,6,5,4,6,6,2,0,6,6,5
swimming,1969,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
swimming,1970,9,9,9,9,9,8,7,9,9,7,9,9,2,5,9,9,5
swimming,1971,7,7,7,7,7,7,5,7,7,6,7,7,6,5,7,7,7
swimming,1972,7,7,7,7,7,7,6,6,6,5,7,7,3,4,7,7,6
swimming,1973,7,7,7,7,7,6,4,7,6,5,7,7,2,0,7,7,6
swimming,1974,13,13,13,13,13,13,9,13,13,11,13,13,5,3,13,13,13
swimming,1975,5,5,5,5,5,5,4,5,5,5,5,5,3,3,5,5,5
swimming,1976,3,3,3,3,3,3,3,3,3,1,3,3,0,1,3,3,3
swimming,1977,3,3,3,3,3,3,3,3,3,1,3,3,2,1,3,3,2
swimming,1978,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
swimming,1979,3,3,3,3,3,2,3,3,3,3,3,3,2,0,3,3,3
swimming,1980,5,5,5,5,5,5,5,5,5,2,5,5,2,3,5,5,5
swimming,1981,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
swimming,1982,7,7,7,7,7,7,7,7,7,6,7,7,6,3,7,7,7
swimming,1983,5,5,5,5,4,5,4,5,5,4,5,5,4,2,5,5,4
swimming,1984,6,6,6,6,6,6,5,5,5,5,6,6,3,2,6,6,6
swimming,1985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
swimming,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
swimming,1987,4,4,4,4,4,4,4,4,4,3,4,4,3,1,4,4,4
swimming,1988,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
swimming,1989,5,5,5,5,5,5,5,5,5,4,5,5,0,3,5,5,5
swimming,1990,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,3,3
swimming,1991,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6
swimming,1992,4,4,4,4,4,4,4,4,4,2,4,4,1,1,4,4,4
swimming,1993,10,10,10,10,10,10,10,10,9,7,10,10,4,3,10,10,7
swimming,1994,7,7,7,7,7,5,7,7,7,4,7,7,3,4,7,7,7
swimming,1995,12,12,12,12,12,12,12,12,11,11,12,12,10,9,12,12,12
swimming,1996,13,13,13,13,13,13,13,13,13,11,13,13,6,9,13,13,13
swimming,1997,5,5,5,5,5,5,4,5,5,5,5,5,2,1,5,5,5
swimming,1998,8,8,8,8,8,8,8,8,8,6,8,8,7,4,8,8,8
swimming,1999,10,10,10,10,10,10,10,10,10,10,10,10,7,8,9,10,8
swimming,2000,20,20,20,20,20,15,20,17,17,14,20,20,13,15,20,20,16
swimming,2001,10,10,10,10,10,10,10,10,10,9,10,10,6,7,10,10,10
swimming,2002,15,15,15,15,15,15,15,15,14,14,15,15,13,8,15,15,15
swimming,2003,15,15,15,15,15,15,14,15,15,13,15,15,13,11,15,15,15
swimming,2004,14,14,14,14,14,14,14,14,13,11,14,14,12,8,14,14,14
swimming,2005,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,9
swimming,2006,10,10,10,10,10,10,10,10,10,9,10,10,9,5,10,10,10
swimming,2007,14,14,14,14,14,14,14,14,14,12,14,14,13,11,14,14,14
swimming,2008,12,12,12,12,12,12,11,11,12,10,12,12,11,9,12,12,12
swimming,2009,17,17,17,17,17,17,17,17,17,15,17,17,13,7,17,17,15
swimming,2010,11,11,11,11,11,11,10,11,11,10,11,11,9,8,11,11,10
swimming,2011,12,12,12,12,12,12,11,11,12,11,12,12,8,6,12,12,12
swimming,2012,18,18,18,18,18,18,18,18,18,14,18,18,15,11,18,18,18
swimming,2013,20,20,20,20,20,19,19,20,20,18,20,20,13,9,20,20,20
swimming,2014,14,14,14,14,14,14,14,14,14,13,14,14,11,11,14,14,14
swimming,2015,8,8,8,8,8,7,8,8,8,7,8,8,6,5,8,8,8
wading,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1953,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
wading,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1955,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
wading,1956,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
wading,1957,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
wading,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1959,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
wading,1960,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
wading,1961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wading,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
wading,1963,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
wading,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1965,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
wading,1966,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1
wading,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
wading,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1
wading,1970,4,4,4,4,3,3,3,4,4,4,4,4,3,1,4,4,3
wading,1971,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
wading,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1973,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
wading,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1978,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
wading,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1980,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
wading,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1982,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
wading,1983,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
wading,1984,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
wading,1985,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
wading,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
wading,1988,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
wading,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1990,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
wading,1991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wading,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1993,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
wading,1994,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3
wading,1995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wading,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wading,1997,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
wading,1998,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
wading,1999,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4
wading,2000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
wading,2001,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
wading,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
wading,2003,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
wading,2004,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
wading,2005,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5
wading,2006,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
wading,2007,7,7,7,7,7,7,7,7,7,6,7,7,7,3,7,7,7
wading,2008,8,8,8,8,8,8,8,8,8,8,8,8,6,4,8,8,8
wading,2009,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
wading,2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wading,2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
wading,2012,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
wading,2013,4,4,4,4,4,4,3,4,4,3,4,4,4,2,4,4,4
wading,2014,3,3,3,3,3,3,3,3,2,2,3,3,2,1,3,3,3
wading,2015,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
